,Record ID,Number of Strikes,Collision Month,Collision Day,Collision Year,Collision Time,Aircraft: Type,Aircraft: Number of engines,Airport: Code,Airport: Name,Origin State Code,When: Phase of flight,Feet above ground,Miles from airport,Wildlife: Animal Category,Wildlife: Species,Effect: Amount of damage (detailed),Effect: Impact to flight,Cost: Aircraft time out of service (hours),Cost: Total $
1278,222679,1,12,21,2003,6:15,Airplane,1.0,SAC,SACRAMENTO EXECUTIVE ARPT,CA,Descent,1000.0,,Birds,Canada goose,Medium,,240.0,22719
1279,353929,1,10,3,2014,20:06,Airplane,1.0,OMA,EPPLEY AIRFIELD,NE,Approach,1000.0,1.5,Birds,Sora,Medium,None,,0
1280,258957,1,12,1,2008,19:00,Airplane,1.0,SMF,SACRAMENTO INTL,CA,Approach,600.0,,Birds,Ring-necked duck,Medium,None,168.0,43223
1281,317646,1,10,30,2011,20:30,Airplane,1.0,GON,GROTON-NEW LONDON AR,CT,Approach,,,Birds,Wood duck,Medium,None,,0
1282,204766,1,3,12,2000,21:45,Airplane,1.0,OMA,EPPLEY AIRFIELD,NE,Approach,,,Birds,Canada goose,Medium,None,200.0,101243
1283,318565,1,10,16,2011,21:30,Airplane,1.0,GFK,GRAND FORKS INTL,ND,Approach,1500.0,10.0,Birds,Ruddy duck,Medium,None,,0
1284,355363,1,10,8,2014,22:00,Airplane,1.0,BKW,RALEIGH COUNTY MEMORIAL,WV,Approach,,,Birds,Killdeer,Medium,None,,0
1285,231603,1,10,23,2004,22:03,Airplane,1.0,SBA,SANTA BARBARA MUNICIPAL,CA,Landing Roll,0.0,0.0,Birds,Barn owl,Medium,None,,0
1286,237183,1,9,27,2005,20:23,Airplane,1.0,ISP,LONG ISLAND MAC ARTHUR,NY,Climb,450.0,,Birds,Gulls,Medium,Precautionary Landing,,0
1287,338564,1,9,16,2013,5:30,Airplane,1.0,IWA,PHOENIX-MESA GATEWAY,AZ,Approach,25.0,0.0,Birds,Doves,Minor,,,0
1288,219253,1,12,10,2002,19:00,Airplane,1.0,SMF,SACRAMENTO INTL,CA,Descent,3000.0,,Birds,Northern shoveler,Minor,,336.0,37046
1289,303024,1,6,25,2010,21:30,Airplane,1.0,SWO,STILLWATER REGIONAL ARPT,OK,Climb,,0.0,Birds,Great horned owl,Minor,Aborted Take-off,,0
1290,302123,1,5,24,2010,20:30,Airplane,1.0,EWB,NEW BEDFORD REGIONAL ARPT,MA,Take-off run,0.0,0.0,Birds,Canada goose,Minor,Aborted Take-off,,0
1291,343000,1,12,31,2013,17:38,Airplane,1.0,SMF,SACRAMENTO INTL,CA,Approach,400.0,,Birds,Northern pintail,Minor,None,,0
1292,358299,1,3,23,2015,20:15,Airplane,1.0,FLV,SHERMAN ARMY AIRFIELD,KS,Approach,2700.0,,Birds,Mallard,Minor,None,672.0,3872
1293,252603,1,12,3,2007,20:45,Airplane,1.0,GRR,GERALD R. FORD INTL ARPT,MI,Approach,2000.0,,Birds,Canada goose,Minor,None,72.0,10824
1294,205271,1,5,4,2000,20:50,Airplane,1.0,TTN,TRENTON MERCER ARPT,NJ,Approach,3.0,,Birds,Canada goose,Minor,None,,0
1295,265895,1,8,6,2009,21:00,Airplane,1.0,LDJ,LINDEN AIRPORT,NJ,Approach,3.0,0.0,Birds,Canada goose,Minor,None,168.0,6845
1296,211345,1,2,22,2002,20:40,Airplane,1.0,PDX,PORTLAND INTL (OR),OR,Approach,,6.0,Birds,Snow goose,Minor,None,,0
1297,201229,1,2,13,2000,1:00,Airplane,1.0,DAB,DAYTONA BEACH INTL,FL,Approach,200.0,,Birds,Gulls,Minor,None,2.0,23
1298,241278,1,9,24,2006,19:40,Airplane,1.0,VNY,VAN NUYS ARPT,CA,Approach,1000.0,3.0,Birds,Yellow warbler,Minor,None,,0
1299,345913,1,5,8,2014,21:20,Airplane,1.0,PRC,ERNEST A LOVE FIELD,AZ,Approach,2800.0,,Birds,Mourning dove,Minor,None,,0
1300,265868,1,9,7,2009,20:20,Airplane,1.0,SBA,SANTA BARBARA MUNICIPAL,CA,Descent,2500.0,8.0,Birds,Swainson's thrush,Minor,None,24.0,1711
1301,260942,1,4,22,2009,22:10,Airplane,1.0,SLN,SALINA MUNICIPAL,KS,Descent,4000.0,6.0,Birds,Wood warblers,Minor,None,,1939
1302,211612,1,3,15,2002,19:50,Airplane,1.0,DAN,DANVILLE REGIONAL ARPT,VA,Descent,2720.0,,Birds,Blackbirds,Minor,None,24.0,274
1303,353126,1,9,20,2014,19:30,Airplane,1.0,FCM,FLYING CLOUD ARPT,MN,Landing Roll,0.0,0.0,Birds,Canada goose,Minor,None,,72
1304,208108,1,12,6,2001,18:55,Airplane,1.0,TIX,SPACE COAST REGIONAL,FL,Landing Roll,0.0,0.0,Birds,Owls,Minor,None,80.0,387
1305,207877,1,3,20,2001,20:38,Airplane,1.0,DSM,DES MOINES INTL,IA,Approach,2000.0,,Birds,Geese,Minor,Other,,0
1306,342139,1,11,11,2013,19:00,Airplane,1.0,ATY,WATERTOWN REGIONAL ARPT,SD,Approach,2000.0,,Birds,Mallard,Minor,Other,96.0,2259
1307,317276,1,9,28,2011,21:00,Airplane,1.0,JMS,JAMESTOWN REGIONAL,ND,Approach,900.0,,Birds,Blue-winged teal,Minor,Precautionary Landing,48.0,1082
1308,344718,1,4,21,2014,22:10,Airplane,1.0,GFK,GRAND FORKS INTL,ND,Approach,850.0,0.800000012,Birds,Bufflehead,Minor,Precautionary Landing,336.0,7040
1309,231611,1,3,24,2005,10:52,Airplane,1.0,RHV,REID-HILLVIEW ARPT OF SANTA CLARA CNTY,CA,Climb,10.0,,Birds,Canada goose,Minor,Precautionary Landing,,0
1310,204160,1,4,13,2000,21:10,Airplane,1.0,BFF,WESTERN NEBRASKA REGNL ARPT/WILLIAM B. HEILIG FIELD,NE,Climb,1300.0,,Birds,Geese,Minor,Precautionary Landing,,0
1311,300453,1,4,14,2010,23:35,Airplane,1.0,GFK,GRAND FORKS INTL,ND,Climb,200.0,,Birds,Gulls,Minor,Precautionary Landing,,0
1312,242684,1,12,4,2006,18:55,Airplane,1.0,DAB,DAYTONA BEACH INTL,FL,Climb,350.0,,Birds,Great blue heron,Minor,Precautionary Landing,720.0,39141
1313,322997,1,6,14,2012,23:00,Airplane,1.0,UES,WAUKESHA COUNTY ARPT,WI,Approach,50.0,,Birds,Great blue heron,Substantial,,720.0,16972
1314,252865,1,5,15,2008,2:15,Airplane,1.0,ISM,KISSIMMEE GATEWAY ARPT,FL,Take-off run,0.0,0.0,Birds,Sandhill crane,Substantial,Aborted Take-off,5.0,1757
1315,240173,1,12,8,2005,19:25,Airplane,1.0,SMF,SACRAMENTO INTL,CA,Approach,,4.0,Birds,Greater white-fronted goose,Substantial,None,,0
1316,227653,1,8,27,2004,23:45,Airplane,1.0,BML,BERLIN REGIONAL ARPT,NH,Approach,40.0,,Birds,Canada goose,Substantial,None,144.0,2278
1317,301390,1,2,18,2010,18:40,Airplane,1.0,SMF,SACRAMENTO INTL,CA,Approach,300.0,3.0,Birds,Tundra swan,Substantial,Other,80.0,88896
1318,238420,1,3,14,2006,19:15,Airplane,1.0,CPS,ST LOUIS DOWNTOWN,IL,Approach,3000.0,,Birds,Geese,Substantial,Other,,0
1319,214987,1,4,11,2002,21:05,Airplane,1.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Approach,146.0,,Birds,Horned grebe,Substantial,Other,72.0,24384
1320,332184,1,4,25,2013,21:45,Airplane,1.0,FAR,HECTOR INTERNATIONAL,ND,Approach,1500.0,7.0,Birds,Mallard,Substantial,Precautionary Landing,100.0,13347
1321,17132,1,5,25,2013,18:37,Airplane,2.0,COS,CITY OF COLORADO SPRINGS MUNI APRT,CO,Landing,1500.0,,Birds,Swainson's hawk,Destroyed,,,35862
1322,216231,1,12,20,2002,18:40,Airplane,2.0,GTF,GREAT FALLS INTL,MT,Climb,720.0,,Birds,Canada goose,Medium,None,100.0,6860
1323,229129,1,8,17,2002,21:35,Airplane,2.0,LGA,LA GUARDIA ARPT,NY,Landing Roll,0.0,0.0,Birds,Canada goose,Medium,None,,0
1324,269808,1,12,19,2009,18:25,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Approach,1500.0,3.0,Birds,Northern pintail,Medium,Other,,0
1325,214051,1,3,30,2002,18:10,Airplane,2.0,PAO,PALO ALTO ARPT OF SANTA CLARA COUNTY,CA,Approach,150.0,,Birds,Mallard,Minor,None,,0
1326,231175,1,11,19,2004,21:08,Airplane,2.0,SFO,SAN FRANCISCO INTL ARPT,CA,Approach,100.0,,Birds,Brown pelican,Substantial,Engine Shut Down,,0
1327,331523,1,3,24,2013,17:50,Airplane,2.0,SLC,SALT LAKE CITY INTL,UT,Climb,,,Birds,California gull,Substantial,Precautionary Landing,36.0,13828
1328,222478,1,8,4,2003,10:00,Airplane,2.0,FNT,BISHOP INTL ARPT,MI,Take-off run,0.0,0.0,Birds,Gulls,Medium,Aborted Take-off,,0
1329,221382,1,8,19,2003,6:06,Airplane,2.0,BHM,BIRMINGHAM-SHUTTLESWORTH INTL,AL,Take-off run,0.0,0.0,Birds,Mourning dove,Medium,Aborted Take-off,72.0,12695
1330,211032,1,5,30,2001,5:47,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Approach,50.0,,Birds,Canada goose,Medium,None,,0
1331,240038,1,2,23,2006,6:00,Airplane,2.0,JFK,JOHN F KENNEDY INTL,NY,Approach,,,Birds,Canada goose,Medium,None,,0
1332,252736,1,4,23,2008,5:40,Airplane,2.0,JFK,JOHN F KENNEDY INTL,NY,Approach,200.0,,Birds,Double-crested cormorant,Medium,None,,0
1333,239098,1,11,18,2005,7:33,Airplane,2.0,JFK,JOHN F KENNEDY INTL,NY,Approach,50.0,,Birds,Herring gull,Medium,None,,0
1334,216281,1,9,7,2002,7:05,Airplane,2.0,MSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,Approach,300.0,,Birds,Blackbirds,Medium,None,2.0,0
1335,215883,1,10,26,2002,6:55,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,4000.0,,Birds,Ducks,Medium,None,,0
1336,330499,1,12,12,2012,7:00,Airplane,2.0,BLI,BELLINGHAM INTL,WA,Climb,100.0,,Birds,Great blue heron,Medium,None,,0
1337,348435,1,7,28,2014,7:00,Airplane,2.0,JKA,JACK EDWARDS ARPT,AL,Take-off run,0.0,0.0,Birds,Canada goose,Medium,None,,0
1338,261931,1,11,11,2008,8:40,Airplane,2.0,DTN,SHREVEPORT DOWNTOWN ARPT,LA,Take-off run,0.0,0.0,Birds,Gulls,Medium,None,,0
1339,202902,1,6,26,2000,6:39,Airplane,2.0,IND,INDIANAPOLIS INTL,IN,Take-off run,0.0,0.0,Birds,Wrens,Medium,None,,0
1340,216468,1,2,2,2002,6:06,Airplane,2.0,HPN,WESTCHESTER COUNTY ARPT,NY,Take-off run,0.0,0.0,Birds,European starling,Medium,Precautionary Landing,,0
1341,308534,1,11,2,2010,7:55,Airplane,2.0,BFI,BOEING FIELD/KING COUNTY INTL ARPT,WA,Take-off run,0.0,0.0,Birds,Glaucous-winged gull,Minor,,,0
1342,256407,1,7,29,2008,6:25,Airplane,2.0,SWF,STEWART INTL AIRPORT,NY,Take-off run,0.0,0.0,Birds,Canada goose,Minor,Aborted Take-off,,0
1343,233237,1,9,28,2004,6:00,Airplane,2.0,LGA,LA GUARDIA ARPT,NY,Take-off run,0.0,0.0,Birds,Laughing gull,Minor,Aborted Take-off,9.0,0
1344,220726,1,11,7,2003,6:35,Airplane,2.0,EVV,EVANSVILLE REGIONAL,IN,Take-off run,0.0,0.0,Birds,Red-tailed hawk,Minor,Aborted Take-off,,0
1345,236030,1,8,9,2005,7:40,Airplane,2.0,PDX,PORTLAND INTL (OR),OR,Take-off run,0.0,0.0,Birds,Red-tailed hawk,Minor,Aborted Take-off,4.0,0
1346,210552,1,5,10,2002,6:21,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,5.0,,Birds,American crow,Minor,Engine Shut Down,1.0,0
1347,209581,1,4,16,2002,5:00,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Approach,,,Birds,Northern shoveler,Minor,None,,0
1348,310826,1,3,16,2011,6:45,Airplane,2.0,PWK,CHICAGO EXECUTIVE ARPT,IL,Approach,100.0,,Birds,Ducks,Minor,None,5.0,216
1349,250549,1,10,31,2007,6:30,Airplane,2.0,STP,ST. PAUL DOWNTOWN ARPT/HOLMAN FIELD,MN,Approach,50.0,,Birds,Mallard,Minor,None,48.0,44498
1350,302054,1,5,17,2010,6:21,Airplane,2.0,JFK,JOHN F KENNEDY INTL,NY,Approach,200.0,,Birds,Brant,Minor,None,,0
1351,228450,1,9,2,2004,6:00,Airplane,2.0,ATW,OUTAGAMIE COUNTY REGIONAL,WI,Approach,2000.0,,Birds,Canada goose,Minor,None,,0
1352,269615,1,12,21,2009,6:53,Airplane,2.0,LAX,LOS ANGELES INTL,CA,Approach,1700.0,6.0,Birds,Gulls,Minor,None,,22818
1353,236403,1,3,23,2006,6:58,Airplane,2.0,JFK,JOHN F KENNEDY INTL,NY,Approach,,,Birds,Cooper's hawk,Minor,None,,0
1354,331638,1,3,14,2013,7:00,Airplane,2.0,HIO,PORTLAND-HILLSBORO ARPT,OR,Approach,5000.0,20.0,Birds,Varied thrush,Minor,None,1.0,2054
1355,251423,1,9,27,2007,7:18,Airplane,2.0,AUS,AUSTIN-BERGSTROM INTL,TX,Approach,100.0,,Birds,Grackles,Minor,None,,30066
1356,328419,1,9,21,2012,7:41,Airplane,2.0,RUT,RUTLAND-SOUTHERN VERMONT REGNL ARPT,VT,Approach,100.0,,Birds,Crows,Minor,None,,0
1357,243964,1,9,26,2006,7:02,Airplane,2.0,MCO,ORLANDO INTL,FL,Climb,50.0,0.0,Birds,Sandhill crane,Minor,None,,0
1358,230816,1,10,23,2005,7:10,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,20.0,,Birds,Gulls,Minor,None,,0
1359,262855,1,5,26,2009,6:10,Airplane,2.0,SYR,SYRACUSE HANCOCK INTL,NY,Climb,3.0,0.0,Birds,Gulls,Minor,None,4.0,0
1360,205797,1,3,28,2001,7:50,Airplane,2.0,OKC,WILL ROGERS WORLD ARPT,OK,Climb,100.0,,Birds,Gulls,Minor,None,,0
1361,205233,1,2,25,2001,7:04,Airplane,2.0,PDX,PORTLAND INTL (OR),OR,Climb,100.0,,Birds,Great blue heron,Minor,None,6.0,2524
1362,222379,1,10,10,2004,7:31,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,50.0,,Birds,European starling,Minor,None,,0
1363,207329,1,4,18,2001,6:26,Airplane,2.0,PWK,CHICAGO EXECUTIVE ARPT,IL,Landing Roll,0.0,0.0,Birds,Canada goose,Minor,None,,21131
1364,212652,1,8,15,2001,6:15,Airplane,2.0,STP,ST. PAUL DOWNTOWN ARPT/HOLMAN FIELD,MN,Landing Roll,0.0,0.0,Birds,Bald eagle,Minor,None,,2817
1365,346861,1,6,13,2014,6:15,Airplane,2.0,MDT,HARRISBURG INTL,PA,Landing Roll,0.0,0.0,Birds,Bald eagle,Minor,None,10.0,51000
1366,250641,1,10,3,2007,6:39,Airplane,2.0,MKE,GENERAL MITCHELL INTL,WI,Landing Roll,0.0,0.0,Birds,Mourning dove,Minor,None,,0
1367,333344,1,5,6,2013,6:30,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Take-off run,0.0,0.0,Birds,Herring gull,Minor,None,,22788
1368,204200,1,4,24,2001,6:50,Airplane,2.0,MSN,DANE COUNTY REGIONAL ARPT-TRUAX FLD,WI,Take-off run,0.0,0.0,Birds,Gulls,Minor,None,24.0,1381
1369,332809,1,5,11,2013,6:10,Airplane,2.0,OAK,METRO OAKLAND INTL,CA,Take-off run,0.0,0.0,Birds,Hawks,Minor,None,,0
1370,214512,1,1,3,2002,7:51,Airplane,2.0,SBA,SANTA BARBARA MUNICIPAL,CA,Take-off run,0.0,0.0,Birds,Hawks,Minor,None,,0
1371,230813,1,7,19,2004,7:45,Airplane,2.0,CSG,COLUMBUS ARPT,GA,Take-off run,0.0,0.0,Birds,Red-tailed hawk,Minor,None,20.0,157559
1372,249682,1,7,30,2007,7:20,Airplane,2.0,DLH,DULUTH INTL ARPT,MN,Take-off run,0.0,0.0,Birds,American crow,Minor,None,,0
1373,332746,1,5,4,2013,6:45,Airplane,2.0,IND,INDIANAPOLIS INTL,IN,Take-off run,0.0,0.0,Birds,Mourning dove,Minor,None,,2054
1374,309679,1,1,12,2011,6:55,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,1000.0,2.0,Birds,Northern pintail,Minor,Precautionary Landing,8.0,7034
1375,238316,1,4,4,2006,6:35,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,,0.0,Birds,Herring gull,Minor,Precautionary Landing,,0
1376,224623,1,8,29,2004,7:00,Airplane,2.0,FNT,BISHOP INTL ARPT,MI,Climb,10.0,,Birds,Ring-billed gull,Minor,Precautionary Landing,,0
1377,253912,1,1,9,2008,7:45,Airplane,2.0,DPA,DUPAGE AIRPORT,IL,Climb,100.0,,Birds,European starling,Minor,Precautionary Landing,55.0,79659
1378,220261,1,8,27,2003,6:30,Airplane,2.0,OIC,LT WARREN EATON ARPT,NY,Take-off run,0.0,0.0,Birds,Bald eagle,Minor,Precautionary Landing,216.0,70058
1379,247684,1,3,23,2007,7:00,Airplane,2.0,GRR,GERALD R. FORD INTL ARPT,MI,Take-off run,0.0,0.0,Birds,Short-eared owl,Minor,Precautionary Landing,3.0,0
1380,253121,1,12,23,2007,6:25,Airplane,2.0,SBA,SANTA BARBARA MUNICIPAL,CA,Take-off run,0.0,0.0,Birds,Black-crowned night-heron,Minor,Precautionary Landing,,0
1381,329905,1,11,1,2012,7:14,Airplane,2.0,CIC,CHICO MUNICIPAL ARPT,CA,Approach,2000.0,7.0,Birds,Green-winged teal,Substantial,,36.0,0
1382,340765,1,10,14,2013,7:11,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Take-off run,0.0,0.0,Birds,American kestrel,Substantial,Aborted Take-off,10.0,117045
1383,245310,1,6,4,2007,5:30,Airplane,2.0,BIS,BISMARCK MUNICIPAL ARPT,ND,Take-off run,0.0,0.0,Birds,Mallard,Substantial,Aborted Take-off,,300659
1384,351835,1,8,10,2014,6:10,Airplane,2.0,MDT,HARRISBURG INTL,PA,Take-off run,0.0,0.0,Birds,Canada goose,Substantial,Aborted Take-off,,0
1385,243324,1,8,21,2006,6:15,Airplane,2.0,GPT,GULFPORT-BILOXI INTL APRT,MS,Take-off run,0.0,0.0,Birds,Rock pigeon,Substantial,Aborted Take-off,,0
1386,216622,1,12,31,2002,7:05,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,1700.0,,Birds,Northern pintail,Substantial,Engine Shut Down,10.0,0
1387,357739,1,1,9,2015,5:55,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,700.0,,Birds,Tundra swan,Substantial,Engine Shut Down,,0
1388,342205,1,11,15,2013,6:25,Airplane,2.0,SJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,Climb,900.0,1.0,Birds,Gulls,Substantial,Engine Shut Down,,0
1389,224661,1,4,15,2004,6:05,Airplane,2.0,PDX,PORTLAND INTL (OR),OR,Climb,800.0,,Birds,Great blue heron,Substantial,Engine Shut Down,72.0,505021
1390,215700,1,9,17,2002,7:05,Airplane,2.0,LSE,LA CROSSE MUNICIPAL AIRPORT,WI,Take-off run,0.0,0.0,Birds,Canada goose,Substantial,Engine Shut Down,,0
1391,239281,1,5,27,2006,7:12,Airplane,2.0,ELM,ELMIRA/CORNING REGIONAL ARPT,NY,Take-off run,0.0,0.0,Birds,Ring-billed gull,Substantial,Engine Shut Down,10.0,1852
1392,221481,1,2,23,2004,6:55,Airplane,2.0,LEX,BLUE GRASS ARPT,KY,Approach,3000.0,,Birds,Canada goose,Substantial,None,1656.0,130160
1393,219823,1,8,9,2002,7:15,Airplane,2.0,IWD,GOGEBIC-IRON COUNTY ARPT,MI,Approach,2.0,,Birds,"Sandpipers, curlews, phalaropes, allies",Substantial,None,36.0,36401
1394,301383,1,2,13,2010,6:22,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,,,Birds,Ducks,Substantial,None,,0
1395,320346,1,2,6,2012,7:13,Airplane,2.0,MCO,ORLANDO INTL,FL,Climb,1000.0,,Birds,Gulls,Substantial,None,,0
1396,220083,1,6,23,2003,6:15,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,300.0,,Birds,Gulls,Substantial,None,,0
1397,304245,1,7,17,2010,5:40,Airplane,2.0,STL,LAMBERT-ST LOUIS INTL,MO,Landing Roll,0.0,0.0,Birds,Mourning dove,Substantial,None,16.0,39459
1398,207878,1,10,23,2001,7:30,Airplane,2.0,UGN,WAUKEGAN REGIONAL ARPT,IL,Take-off run,0.0,0.0,Birds,Gulls,Substantial,None,168.0,176089
1399,212025,1,7,8,2002,6:30,Airplane,2.0,PDX,PORTLAND INTL (OR),OR,Take-off run,0.0,0.0,Birds,Red-tailed hawk,Substantial,None,12.0,0
1400,226117,1,8,14,2003,7:00,Airplane,2.0,LVK,LIVERMORE MUNICIPAL ARPT,CA,Approach,200.0,,Birds,Canada goose,Substantial,Precautionary Landing,,0
1401,241917,1,1,9,2006,7:00,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,2500.0,,Birds,Northern pintail,Substantial,Precautionary Landing,,0
1402,235555,1,11,24,2005,6:08,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,1500.0,,Birds,Northern pintail,Substantial,Precautionary Landing,24.0,190161
1403,320138,1,1,21,2012,6:25,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,1200.0,,Birds,Greater white-fronted goose,Substantial,Precautionary Landing,,0
1404,300718,1,1,14,2010,6:27,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,4000.0,5.0,Birds,Northern shoveler,Substantial,Precautionary Landing,,0
1405,300711,1,3,17,2010,6:23,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,700.0,,Birds,Tundra swan,Substantial,Precautionary Landing,,0
1406,246483,1,3,31,2007,7:07,Airplane,2.0,EWR,NEWARK LIBERTY INTL ARPT,NJ,Climb,1500.0,,Birds,Snow goose,Substantial,Precautionary Landing,,0
1407,341119,1,10,28,2013,6:48,Airplane,2.0,BNA,NASHVILLE INTL,TN,Climb,2000.0,1.0,Birds,Gadwall,Substantial,Precautionary Landing,32.0,109006
1408,239830,1,3,2,2006,6:45,Airplane,2.0,SLC,SALT LAKE CITY INTL,UT,Climb,600.0,,Birds,Common goldeneye,Substantial,Precautionary Landing,,2470
1409,329882,1,11,26,2012,6:35,Airplane,2.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,FL,Climb,1000.0,,Birds,Common loon,Substantial,Precautionary Landing,,0
1410,306075,1,9,1,2010,6:30,Airplane,2.0,SMF,SACRAMENTO INTL,CA,Climb,10.0,0.0,Birds,Great blue heron,Substantial,Precautionary Landing,,0
1411,345581,1,5,14,2014,7:15,Airplane,2.0,PBI,PALM BEACH INTL,FL,Climb,10.0,0.0,Birds,Cattle egret,Substantial,Precautionary Landing,8.0,0
1412,241012,1,6,26,2006,6:06,Airplane,2.0,FLL,FORT LAUDERDALE/HOLLYWOOD INTL,FL,Climb,20.0,0.0,Birds,Crows,Substantial,Precautionary Landing,,0
1413,205235,1,6,19,2001,6:20,Airplane,2.0,PVD,THEODORE FRANCIS GREEN STATE,RI,Climb,,0.0,Birds,Mourning dove,Substantial,Precautionary Landing,,0
1414,236214,1,11,29,2004,6:15,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Take-off run,0.0,0.0,Birds,American black duck,Substantial,Precautionary Landing,,0
1415,253093,1,10,29,2007,6:20,Airplane,2.0,DAB,DAYTONA BEACH INTL,FL,Take-off run,0.0,0.0,Birds,American golden-plover,Substantial,Precautionary Landing,,0
1416,313593,1,7,23,2011,7:00,Airplane,2.0,MEM,MEMPHIS INTL,TN,Take-off run,0.0,0.0,Birds,Eastern meadowlark,Substantial,Precautionary Landing,,0
1417,242254,1,6,23,2007,6:30,Airplane,2.0,SLC,SALT LAKE CITY INTL,UT,Take-off run,0.0,0.0,Birds,Common raven,Substantial,Precautionary Landing,31.0,48105
1418,228597,1,9,25,2004,6:40,Airplane,2.0,SGH,SPRINGFIELD-BECKLEY MUNICIPAL ARPT,OH,Take-off run,0.0,0.0,Birds,Mourning dove,Substantial,Precautionary Landing,336.0,178319
1419,240875,1,7,21,2006,7:15,Airplane,2.0,PWA,WILEY POST ARPT,OK,Take-off run,0.0,0.0,Birds,Mourning dove,Substantial,Precautionary Landing,504.0,432166
1420,313594,1,7,23,2011,6:20,Airplane,2.0,HOU,WILLIAM P HOBBY ARPT,TX,Take-off run,0.0,0.0,Birds,Doves,Substantial,Precautionary Landing,26.0,97406
1421,344030,1,3,13,2014,20:12,Airplane,2.0,ROC,GREATER ROCHESTER INTL,NY,Climb,400.0,,Birds,Herring gull,Destroyed,Engine Shut Down,,1500000
1422,201231,1,5,25,2000,8:45,Airplane,2.0,OLF,L M CLAYTON,MT,Climb,600.0,,Birds,Canada goose,Destroyed,Other,,0
1423,258727,1,1,15,2009,15:37,Airplane,2.0,LGA,LA GUARDIA ARPT,NY,Climb,2818.0,4.5,Birds,Canada goose,Destroyed,Other,,41071585
1424,260583,1,3,4,2008,15:15,Airplane,2.0,PWA,WILEY POST ARPT,OK,Climb,1900.0,4.0,Birds,American white pelican,Destroyed,Other,,0
1425,308531,1,11,2,2010,14:30,Airplane,2.0,CRP,CORPUS CHRISTI INTL ARPT,TX,Approach,1500.0,3.0,Birds,Sandhill crane,Medium,,,0
1426,301868,1,4,20,2010,14:00,Airplane,2.0,IAD,WASHINGTON DULLES INTL ARPT,DC,Approach,3000.0,10.0,Birds,Ducks,Medium,,,0
1427,308886,1,11,2,2010,13:10,Airplane,2.0,ATL,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,Approach,,4.0,Birds,Pied-billed grebe,Medium,,,0
1428,215875,1,10,8,2002,10:15,Airplane,2.0,STS,CHARLES M. SCHULZ-SONOMA COUNTY ARPT,CA,Approach,30.0,,Birds,Gulls,Medium,,,0
1429,224736,1,10,22,2003,0:45,Airplane,2.0,MDW,CHICAGO MIDWAY INTL ARPT,IL,Approach,100.0,,Birds,Ring-billed gull,Medium,,,0
1430,356453,1,11,14,2014,0:45,Airplane,2.0,JFK,JOHN F KENNEDY INTL,NY,Approach,700.0,,Birds,Gulls,Medium,,,0
1431,301585,1,4,24,2010,16:00,Airplane,2.0,GRB,AUSTIN STRAUBEL INTL,WI,Approach,100.0,,Birds,Gulls,Medium,,15.0,0
1432,301832,1,4,24,2010,15:46,Airplane,2.0,GRB,AUSTIN STRAUBEL INTL,WI,Approach,100.0,0.0,Birds,Ring-billed gull,Medium,,,0
1433,337310,1,8,29,2013,0:50,Airplane,2.0,MIA,MIAMI INTL,FL,Approach,1500.0,4.0,Birds,Black vulture,Medium,,29.0,27038
1434,344073,1,3,20,2014,17:20,Airplane,2.0,IAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,Approach,,,Birds,Turkey vulture,Medium,,24.0,0
